connection,protocol,src_ip,src_port,dst_port,connection_type,timestamp,hour,attacker_role,service
1,smbd,172.16.0.101,40346,445,accept,2026-02-06 08:21:22.161990881,8,recon,SMB
2,httpd,172.16.0.101,52892,80,accept,2026-02-06 08:21:22.204578638,8,recon,HTTP
3,Blackhole,172.16.0.101,54858,23,accept,2026-02-06 08:21:22.242958307,8,recon,Telnet
4,ftpd,172.16.0.101,39468,21,accept,2026-02-06 08:21:22.283600330,8,recon,FTP
5,mysqld,172.16.0.101,35610,3306,accept,2026-02-06 08:21:22.322762966,8,recon,MySQL
6,smbd,172.16.0.101,59544,445,accept,2026-02-06 08:21:33.175867796,8,recon,SMB
7,ftpd,172.16.0.101,60252,21,accept,2026-02-06 08:21:33.220317364,8,recon,FTP
8,Blackhole,172.16.0.101,56848,23,accept,2026-02-06 08:21:33.251449584,8,recon,Telnet
9,smbd,172.16.0.101,52072,445,accept,2026-02-06 08:21:38.182900429,8,recon,SMB
10,Blackhole,172.16.0.101,36344,23,accept,2026-02-06 08:21:38.246852875,8,recon,Telnet
11,smbd,172.16.0.101,52076,445,accept,2026-02-06 08:21:43.218660831,8,recon,SMB
12,Blackhole,172.16.0.101,36352,23,accept,2026-02-06 08:21:43.242833138,8,recon,Telnet
13,smbd,172.16.0.101,50486,445,accept,2026-02-06 08:21:48.205330849,8,recon,SMB
14,Blackhole,172.16.0.101,49092,23,accept,2026-02-06 08:21:48.263458490,8,recon,Telnet
15,smbd,172.16.0.101,50494,445,accept,2026-02-06 08:21:53.212298870,8,recon,SMB
16,Blackhole,172.16.0.101,49094,23,accept,2026-02-06 08:21:53.241538048,8,recon,Telnet
17,smbd,172.16.0.101,37504,445,accept,2026-02-06 08:21:58.223268509,8,recon,SMB
18,Blackhole,172.16.0.101,57402,23,accept,2026-02-06 08:21:58.249077320,8,recon,Telnet
19,smbd,172.16.0.101,37510,445,accept,2026-02-06 08:21:58.268387078,8,recon,SMB
20,smbd,172.16.0.101,37516,445,accept,2026-02-06 08:21:58.291186571,8,recon,SMB
21,Blackhole,172.16.0.101,57414,23,accept,2026-02-06 08:22:03.228132963,8,recon,Telnet
22,smbd,172.16.0.101,37526,445,accept,2026-02-06 08:22:05.799391031,8,recon,SMB
23,Blackhole,172.16.0.101,33896,23,accept,2026-02-06 08:22:08.234306097,8,recon,Telnet
24,smbd,172.16.0.101,41282,445,accept,2026-02-06 08:22:10.804059744,8,recon,SMB
25,Blackhole,172.16.0.101,33898,23,accept,2026-02-06 08:22:15.748005152,8,recon,Telnet
26,smbd,172.16.0.101,41290,445,accept,2026-02-06 08:22:15.810400248,8,recon,SMB
27,Blackhole,172.16.0.101,56356,23,accept,2026-02-06 08:22:20.752888203,8,recon,Telnet
28,smbd,172.16.0.101,38436,445,accept,2026-02-06 08:22:20.814888954,8,recon,SMB
29,smbd,172.16.0.101,38444,445,accept,2026-02-06 08:22:20.844377995,8,recon,SMB
30,Blackhole,172.16.0.101,56360,23,accept,2026-02-06 08:22:25.757395983,8,recon,Telnet
31,smbd,172.16.0.101,38458,445,accept,2026-02-06 08:22:25.852795362,8,recon,SMB
32,Blackhole,172.16.0.101,55412,23,accept,2026-02-06 08:22:30.765215158,8,recon,Telnet
33,smbd,172.16.0.101,43610,445,accept,2026-02-06 08:22:30.852163076,8,recon,SMB
34,Blackhole,172.16.0.101,55414,23,accept,2026-02-06 08:22:35.777238131,8,recon,Telnet
35,smbd,172.16.0.101,43612,445,accept,2026-02-06 08:22:35.857106209,8,recon,SMB
36,Blackhole,172.16.0.101,37152,23,accept,2026-02-06 08:22:40.783500433,8,recon,Telnet
37,smbd,172.16.0.101,40502,445,accept,2026-02-06 08:22:40.861727238,8,recon,SMB
38,Blackhole,172.16.0.101,37162,23,accept,2026-02-06 08:22:45.801395893,8,recon,Telnet
39,smbd,172.16.0.101,40504,445,accept,2026-02-06 08:22:45.866608858,8,recon,SMB
40,Blackhole,172.16.0.101,44288,23,accept,2026-02-06 08:22:50.801520109,8,recon,Telnet
41,smbd,172.16.0.101,45080,445,accept,2026-02-06 08:22:53.376525879,8,recon,SMB
42,Blackhole,172.16.0.101,44304,23,accept,2026-02-06 08:22:55.810185432,8,recon,Telnet
43,smbd,172.16.0.101,42518,445,accept,2026-02-06 08:22:58.385674477,8,recon,SMB
44,Blackhole,172.16.0.101,36960,23,accept,2026-02-06 08:23:00.818453789,8,recon,Telnet
45,smbd,172.16.0.101,42532,445,accept,2026-02-06 08:23:03.393779039,8,recon,SMB
46,Blackhole,172.16.0.101,36964,23,accept,2026-02-06 08:23:05.825808287,8,recon,Telnet
47,smbd,172.16.0.101,49128,445,accept,2026-02-06 08:23:08.403774738,8,recon,SMB
48,Blackhole,172.16.0.101,38854,23,accept,2026-02-06 08:23:13.339658499,8,recon,Telnet
49,smbd,172.16.0.101,49140,445,accept,2026-02-06 08:23:13.410419941,8,recon,SMB
50,Blackhole,172.16.0.101,50570,23,accept,2026-02-06 08:23:18.354279757,8,recon,Telnet
51,smbd,172.16.0.101,43600,445,accept,2026-02-06 08:23:18.416255713,8,recon,SMB
52,Blackhole,172.16.0.101,50574,23,accept,2026-02-06 08:23:23.382845163,8,recon,Telnet
53,smbd,172.16.0.101,43608,445,accept,2026-02-06 08:23:23.445269823,8,recon,SMB
54,smbd,172.16.0.101,43616,445,accept,2026-02-06 08:23:23.479117155,8,recon,SMB
55,Blackhole,172.16.0.101,45970,23,accept,2026-02-06 08:23:28.378380775,8,recon,Telnet
56,smbd,172.16.0.101,60522,445,accept,2026-02-06 08:23:28.484541178,8,recon,SMB
57,Blackhole,172.16.0.101,45980,23,accept,2026-02-06 08:23:33.391816616,8,recon,Telnet
58,smbd,172.16.0.101,60526,445,accept,2026-02-06 08:23:33.490919590,8,recon,SMB
59,Blackhole,172.16.0.101,60006,23,accept,2026-02-06 08:23:38.405449390,8,recon,Telnet
60,Blackhole,172.16.0.101,60018,23,accept,2026-02-06 08:23:43.411709547,8,recon,Telnet
61,Blackhole,172.16.0.101,33206,23,accept,2026-02-06 08:23:48.423361301,8,recon,Telnet
62,Blackhole,172.16.0.101,33220,23,accept,2026-02-06 08:23:53.434290171,8,recon,Telnet
63,Blackhole,172.16.0.101,42062,23,accept,2026-02-06 08:23:58.444780350,8,recon,Telnet
64,httpd,172.16.0.101,37394,80,accept,2026-02-06 08:24:03.465021849,8,recon,HTTP
65,httpd,172.16.0.101,37406,80,accept,2026-02-06 08:24:03.512076616,8,recon,HTTP
66,httpd,172.16.0.101,37418,80,accept,2026-02-06 08:24:03.544901133,8,recon,HTTP
67,httpd,172.16.0.101,37434,80,accept,2026-02-06 08:24:03.609126568,8,recon,HTTP
68,httpd,172.16.0.101,37448,80,accept,2026-02-06 08:24:03.643348217,8,recon,HTTP
69,httpd,172.16.0.101,37462,80,accept,2026-02-06 08:24:03.706625462,8,recon,HTTP
70,smbd,172.16.0.101,824,445,accept,2026-02-06 08:24:03.742999077,8,recon,SMB
71,Blackhole,172.16.0.101,945,23,accept,2026-02-06 08:24:03.776053190,8,recon,Telnet
72,httpd,172.16.0.101,37466,80,accept,2026-02-06 08:24:03.827300549,8,recon,HTTP
73,mysqld,172.16.0.101,37178,3306,accept,2026-02-06 08:24:05.076431513,8,recon,MySQL
74,pptpd,172.16.0.101,47576,1723,accept,2026-02-06 08:24:05.107701063,8,recon,PPTP
75,mssqld,172.16.0.101,59176,1433,accept,2026-02-06 08:24:05.154898167,8,recon,MSSQL
76,smbd,172.16.0.101,54642,445,accept,2026-02-06 08:24:05.181235313,8,recon,SMB
77,epmapper,172.16.0.101,48168,135,accept,2026-02-06 08:24:05.214653492,8,recon,Port-135
78,httpd,172.16.0.101,37470,80,accept,2026-02-06 08:24:05.246033430,8,recon,HTTP
79,Blackhole,172.16.0.101,42824,53,accept,2026-02-06 08:24:05.272635460,8,recon,Port-53
80,Blackhole,172.16.0.101,42074,23,accept,2026-02-06 08:24:05.300687313,8,recon,Telnet
81,ftpd,172.16.0.101,53680,21,accept,2026-02-06 08:24:05.326542377,8,recon,FTP
82,httpd,172.16.0.101,57326,443,accept,2026-02-06 08:24:11.149219751,8,recon,HTTPS
83,pptpd,172.16.0.101,37348,1723,accept,2026-02-06 08:24:16.094300270,8,recon,PPTP
84,smbd,172.16.0.101,47598,445,accept,2026-02-06 08:24:16.126199961,8,recon,SMB
85,mssqld,172.16.0.101,51434,1433,accept,2026-02-06 08:24:16.166753292,8,recon,MSSQL
86,epmapper,172.16.0.101,44680,135,accept,2026-02-06 08:24:16.196512461,8,recon,Port-135
87,ftpd,172.16.0.101,38242,21,accept,2026-02-06 08:24:16.223526478,8,recon,FTP
88,Blackhole,172.16.0.101,36750,53,accept,2026-02-06 08:24:16.241230011,8,recon,Port-53
89,Blackhole,172.16.0.101,34892,23,accept,2026-02-06 08:24:16.257412195,8,recon,Telnet
90,pptpd,172.16.0.101,37358,1723,accept,2026-02-06 08:24:16.332744360,8,recon,PPTP
91,pptpd,172.16.0.101,37360,1723,accept,2026-02-06 08:24:16.367094040,8,recon,PPTP
92,pptpd,172.16.0.101,37374,1723,accept,2026-02-06 08:24:16.400718689,8,recon,PPTP
93,Blackhole,172.16.0.101,49656,53,accept,2026-02-06 08:24:21.096326351,8,recon,Port-53
94,Blackhole,172.16.0.101,45258,23,accept,2026-02-06 08:24:21.122495651,8,recon,Telnet
95,smbd,172.16.0.101,35628,445,accept,2026-02-06 08:24:21.138462543,8,recon,SMB
96,epmapper,172.16.0.101,34500,135,accept,2026-02-06 08:24:21.153760910,8,recon,Port-135
97,pptpd,172.16.0.101,52774,1723,accept,2026-02-06 08:24:21.412084579,8,recon,PPTP
98,smbd,172.16.0.101,35638,445,accept,2026-02-06 08:24:26.114859819,8,recon,SMB
99,epmapper,172.16.0.101,34514,135,accept,2026-02-06 08:24:26.147124290,8,recon,Port-135
100,Blackhole,172.16.0.101,49658,53,accept,2026-02-06 08:24:26.177954197,8,recon,Port-53
101,Blackhole,172.16.0.101,45270,23,accept,2026-02-06 08:24:26.206947088,8,recon,Telnet
102,pptpd,172.16.0.101,52790,1723,accept,2026-02-06 08:24:26.414836884,8,recon,PPTP
103,smbd,172.16.0.101,33320,445,accept,2026-02-06 08:24:31.126910448,8,recon,SMB
104,epmapper,172.16.0.101,40006,135,accept,2026-02-06 08:24:31.153455734,8,recon,Port-135
105,Blackhole,172.16.0.101,38318,53,accept,2026-02-06 08:24:31.172127008,8,recon,Port-53
106,Blackhole,172.16.0.101,46892,23,accept,2026-02-06 08:24:31.191865206,8,recon,Telnet
107,pptpd,172.16.0.101,51828,1723,accept,2026-02-06 08:24:31.418825388,8,recon,PPTP
108,pptpd,172.16.0.101,51840,1723,accept,2026-02-06 08:24:31.460255384,8,recon,PPTP
109,Blackhole,172.16.0.101,38320,53,accept,2026-02-06 08:24:36.127446890,8,recon,Port-53
110,Blackhole,172.16.0.101,46906,23,accept,2026-02-06 08:24:36.277567148,8,recon,Telnet
111,pptpd,172.16.0.101,51850,1723,accept,2026-02-06 08:24:36.492449760,8,recon,PPTP
112,smbd,172.16.0.101,33324,445,accept,2026-02-06 08:24:36.536348104,8,recon,SMB
113,epmapper,172.16.0.101,40020,135,accept,2026-02-06 08:24:36.567313910,8,recon,Port-135
114,Blackhole,172.16.0.101,46886,23,accept,2026-02-06 08:24:41.136918306,8,recon,Telnet
115,smbd,172.16.0.101,57844,445,accept,2026-02-06 08:24:41.175865650,8,recon,SMB
116,epmapper,172.16.0.101,39100,135,accept,2026-02-06 08:24:41.196069717,8,recon,Port-135
117,Blackhole,172.16.0.101,54414,53,accept,2026-02-06 08:24:41.214033127,8,recon,Port-53
118,smbd,172.16.0.101,57860,445,accept,2026-02-06 08:24:41.238764048,8,recon,SMB
119,smbd,172.16.0.101,57874,445,accept,2026-02-06 08:24:41.262166023,8,recon,SMB
120,pptpd,172.16.0.101,33442,1723,accept,2026-02-06 08:24:41.475500584,8,recon,PPTP
121,Blackhole,172.16.0.101,46894,23,accept,2026-02-06 08:24:46.155429602,8,recon,Telnet
122,epmapper,172.16.0.101,39114,135,accept,2026-02-06 08:24:46.201884985,8,recon,Port-135
123,Blackhole,172.16.0.101,54426,53,accept,2026-02-06 08:24:46.241737127,8,recon,Port-53
124,pptpd,172.16.0.101,33444,1723,accept,2026-02-06 08:24:46.487859249,8,recon,PPTP
125,smbd,172.16.0.101,49708,445,accept,2026-02-06 08:24:48.772723675,8,recon,SMB
126,Blackhole,172.16.0.101,34146,23,accept,2026-02-06 08:24:51.196569920,8,recon,Telnet
127,epmapper,172.16.0.101,60456,135,accept,2026-02-06 08:24:51.230547667,8,recon,Port-135
128,Blackhole,172.16.0.101,51792,53,accept,2026-02-06 08:24:51.252419233,8,recon,Port-53
129,pptpd,172.16.0.101,55826,1723,accept,2026-02-06 08:24:51.488219023,8,recon,PPTP
130,smbd,172.16.0.101,49722,445,accept,2026-02-06 08:24:53.780068874,8,recon,SMB
131,pptpd,172.16.0.101,55838,1723,accept,2026-02-06 08:24:56.502936602,8,recon,PPTP
132,Blackhole,172.16.0.101,42064,23,accept,2026-02-06 08:24:58.679329395,8,recon,Telnet
133,epmapper,172.16.0.101,39894,135,accept,2026-02-06 08:24:58.758726120,8,recon,Port-135
134,Blackhole,172.16.0.101,54302,53,accept,2026-02-06 08:24:58.777081490,8,recon,Port-53
135,smbd,172.16.0.101,56674,445,accept,2026-02-06 08:24:58.794100523,8,recon,SMB
136,pptpd,172.16.0.101,53126,1723,accept,2026-02-06 08:25:01.526628016,8,recon,PPTP
137,Blackhole,172.16.0.101,54306,53,accept,2026-02-06 08:25:03.683454990,8,recon,Port-53
138,Blackhole,172.16.0.101,42070,23,accept,2026-02-06 08:25:03.705249071,8,recon,Telnet
139,epmapper,172.16.0.101,39910,135,accept,2026-02-06 08:25:03.743028879,8,recon,Port-135
140,smbd,172.16.0.101,56690,445,accept,2026-02-06 08:25:03.786995173,8,recon,SMB
141,smbd,172.16.0.101,56694,445,accept,2026-02-06 08:25:03.835818768,8,recon,SMB
142,pptpd,172.16.0.101,53138,1723,accept,2026-02-06 08:25:06.517354965,8,recon,PPTP
143,pptpd,172.16.0.101,53150,1723,accept,2026-02-06 08:25:06.540952206,8,recon,PPTP
144,Blackhole,172.16.0.101,49074,53,accept,2026-02-06 08:25:08.692240238,8,recon,Port-53
145,Blackhole,172.16.0.101,53734,23,accept,2026-02-06 08:25:08.763458252,8,recon,Telnet
146,epmapper,172.16.0.101,39054,135,accept,2026-02-06 08:25:08.781011820,8,recon,Port-135
147,smbd,172.16.0.101,57232,445,accept,2026-02-06 08:25:08.843811512,8,recon,SMB
148,pptpd,172.16.0.101,45620,1723,accept,2026-02-06 08:25:11.544573069,8,recon,PPTP
149,Blackhole,172.16.0.101,49088,53,accept,2026-02-06 08:25:13.702659369,8,recon,Port-53
150,Blackhole,172.16.0.101,53750,23,accept,2026-02-06 08:25:13.727840424,8,recon,Telnet
151,epmapper,172.16.0.101,39060,135,accept,2026-02-06 08:25:13.746950626,8,recon,Port-135
152,smbd,172.16.0.101,57242,445,accept,2026-02-06 08:25:13.846343517,8,recon,SMB
153,pptpd,172.16.0.101,45626,1723,accept,2026-02-06 08:25:16.553597450,8,recon,PPTP
154,Blackhole,172.16.0.101,43746,53,accept,2026-02-06 08:25:18.714836836,8,recon,Port-53
155,Blackhole,172.16.0.101,47038,23,accept,2026-02-06 08:25:18.744857550,8,recon,Telnet
156,epmapper,172.16.0.101,53980,135,accept,2026-02-06 08:25:18.761435032,8,recon,Port-135
157,epmapper,172.16.0.101,53990,135,accept,2026-02-06 08:25:18.798223972,8,recon,Port-135
158,smbd,172.16.0.101,48486,445,accept,2026-02-06 08:25:18.853231907,8,recon,SMB
159,Blackhole,172.16.0.101,43750,53,accept,2026-02-06 08:25:23.717988014,8,recon,Port-53
160,Blackhole,172.16.0.101,47052,23,accept,2026-02-06 08:25:23.756333828,8,recon,Telnet
161,epmapper,172.16.0.101,54002,135,accept,2026-02-06 08:25:23.803136826,8,recon,Port-135
162,smbd,172.16.0.101,48494,445,accept,2026-02-06 08:25:23.858518124,8,recon,SMB
163,pptpd,172.16.0.101,37354,1723,accept,2026-02-06 08:25:24.060861111,8,recon,PPTP
164,Blackhole,172.16.0.101,46016,53,accept,2026-02-06 08:25:28.730547905,8,recon,Port-53
165,Blackhole,172.16.0.101,38808,23,accept,2026-02-06 08:25:28.766335249,8,recon,Telnet
166,epmapper,172.16.0.101,46640,135,accept,2026-02-06 08:25:28.808797359,8,recon,Port-135
167,smbd,172.16.0.101,36252,445,accept,2026-02-06 08:25:28.862311125,8,recon,SMB
168,pptpd,172.16.0.101,36698,1723,accept,2026-02-06 08:25:29.070754766,8,recon,PPTP
169,pptpd,172.16.0.101,36702,1723,accept,2026-02-06 08:25:29.105796576,8,recon,PPTP
170,pptpd,172.16.0.101,36718,1723,accept,2026-02-06 08:25:29.139974594,8,recon,PPTP
171,Blackhole,172.16.0.101,46030,53,accept,2026-02-06 08:25:33.733953476,8,recon,Port-53
172,Blackhole,172.16.0.101,38824,23,accept,2026-02-06 08:25:33.760387421,8,recon,Telnet
173,epmapper,172.16.0.101,46642,135,accept,2026-02-06 08:25:33.814710855,8,recon,Port-135
174,pptpd,172.16.0.101,36720,1723,accept,2026-02-06 08:25:34.147294998,8,recon,PPTP
175,pptpd,172.16.0.101,36730,1723,accept,2026-02-06 08:25:34.186885834,8,recon,PPTP
176,smbd,172.16.0.101,36258,445,accept,2026-02-06 08:25:36.370764971,8,recon,SMB
177,Blackhole,172.16.0.101,56196,53,accept,2026-02-06 08:25:38.747597456,8,recon,Port-53
178,Blackhole,172.16.0.101,33348,23,accept,2026-02-06 08:25:38.771946669,8,recon,Telnet
179,epmapper,172.16.0.101,53070,135,accept,2026-02-06 08:25:38.817956209,8,recon,Port-135
180,pptpd,172.16.0.101,53514,1723,accept,2026-02-06 08:25:39.198301792,8,recon,PPTP
181,smbd,172.16.0.101,50154,445,accept,2026-02-06 08:25:41.420757055,8,recon,SMB
182,Blackhole,172.16.0.101,56210,53,accept,2026-02-06 08:25:43.748116732,8,recon,Port-53
183,Blackhole,172.16.0.101,33364,23,accept,2026-02-06 08:25:43.789384842,8,recon,Telnet
184,pptpd,172.16.0.101,53520,1723,accept,2026-02-06 08:25:44.199333668,8,recon,PPTP
185,epmapper,172.16.0.101,53086,135,accept,2026-02-06 08:25:46.338520288,8,recon,Port-135
186,smbd,172.16.0.101,50168,445,accept,2026-02-06 08:25:46.384372234,8,recon,SMB
187,Blackhole,172.16.0.101,43754,53,accept,2026-02-06 08:25:48.765345812,8,recon,Port-53
188,Blackhole,172.16.0.101,60574,23,accept,2026-02-06 08:25:48.804358959,8,recon,Telnet
189,pptpd,172.16.0.101,45690,1723,accept,2026-02-06 08:25:49.209565163,8,recon,PPTP
190,pptpd,172.16.0.101,45696,1723,accept,2026-02-06 08:25:49.263110399,8,recon,PPTP
191,epmapper,172.16.0.101,52600,135,accept,2026-02-06 08:25:51.336258411,8,recon,Port-135
192,smbd,172.16.0.101,54076,445,accept,2026-02-06 08:25:51.394588709,8,recon,SMB
193,Blackhole,172.16.0.101,43756,53,accept,2026-02-06 08:25:56.270380497,8,recon,Port-53
194,Blackhole,172.16.0.101,60582,23,accept,2026-02-06 08:25:56.300462008,8,recon,Telnet
195,epmapper,172.16.0.101,52616,135,accept,2026-02-06 08:25:56.344517231,8,recon,Port-135
196,smbd,172.16.0.101,54082,445,accept,2026-02-06 08:25:56.398436069,8,recon,SMB
197,Blackhole,172.16.0.101,48272,53,accept,2026-02-06 08:26:01.304843187,8,recon,Port-53
198,Blackhole,172.16.0.101,52170,23,accept,2026-02-06 08:26:01.351738691,8,recon,Telnet
199,epmapper,172.16.0.101,59080,135,accept,2026-02-06 08:26:01.383148432,8,recon,Port-135
200,smbd,172.16.0.101,53878,445,accept,2026-02-06 08:26:01.409257412,8,recon,SMB
201,Blackhole,172.16.0.101,52182,23,accept,2026-02-06 08:26:06.289237738,8,recon,Telnet
202,Blackhole,172.16.0.101,48288,53,accept,2026-02-06 08:26:06.321022272,8,recon,Port-53
203,epmapper,172.16.0.101,59082,135,accept,2026-02-06 08:26:06.365507364,8,recon,Port-135
204,smbd,172.16.0.101,53880,445,accept,2026-02-06 08:26:06.413361549,8,recon,SMB
205,smbd,172.16.0.101,53886,445,accept,2026-02-06 08:26:06.447546721,8,recon,SMB
206,Blackhole,172.16.0.101,33306,23,accept,2026-02-06 08:26:11.302821875,8,recon,Telnet
207,Blackhole,172.16.0.101,58902,53,accept,2026-02-06 08:26:11.348047018,8,recon,Port-53
208,epmapper,172.16.0.101,39720,135,accept,2026-02-06 08:26:11.377494335,8,recon,Port-135
209,smbd,172.16.0.101,40402,445,accept,2026-02-06 08:26:11.456197262,8,recon,SMB
210,Blackhole,172.16.0.101,58908,53,accept,2026-02-06 08:26:16.322329044,8,recon,Port-53
211,Blackhole,172.16.0.101,33310,23,accept,2026-02-06 08:26:16.360582829,8,recon,Telnet
212,epmapper,172.16.0.101,39734,135,accept,2026-02-06 08:26:16.430859566,8,recon,Port-135
213,smbd,172.16.0.101,40404,445,accept,2026-02-06 08:26:16.462380648,8,recon,SMB
214,Blackhole,172.16.0.101,45288,53,accept,2026-02-06 08:26:21.340668917,8,recon,Port-53
215,Blackhole,172.16.0.101,47596,23,accept,2026-02-06 08:26:21.378681183,8,recon,Telnet
216,epmapper,172.16.0.101,52524,135,accept,2026-02-06 08:26:21.407489061,8,recon,Port-135
217,Blackhole,172.16.0.101,45298,53,accept,2026-02-06 08:26:26.352777243,8,recon,Port-53
218,Blackhole,172.16.0.101,47606,23,accept,2026-02-06 08:26:26.398659229,8,recon,Telnet
219,epmapper,172.16.0.101,52532,135,accept,2026-02-06 08:26:26.427540302,8,recon,Port-135
220,Blackhole,172.16.0.101,38296,23,accept,2026-02-06 08:26:31.353421926,8,recon,Telnet
221,epmapper,172.16.0.101,38016,135,accept,2026-02-06 08:26:31.412704706,8,recon,Port-135
222,Blackhole,172.16.0.101,49058,53,accept,2026-02-06 08:26:31.451495171,8,recon,Port-53
223,Blackhole,172.16.0.101,49072,53,accept,2026-02-06 08:26:36.364090204,8,recon,Port-53
224,Blackhole,172.16.0.101,38306,23,accept,2026-02-06 08:26:36.396117926,8,recon,Telnet
225,Blackhole,172.16.0.101,41844,53,accept,2026-02-06 08:26:41.379205942,8,recon,Port-53
226,Blackhole,172.16.0.101,53712,23,accept,2026-02-06 08:26:41.414124489,8,recon,Telnet
227,httpd,172.16.0.101,53856,80,accept,2026-02-06 08:26:47.922949314,8,recon,HTTP
228,httpd,172.16.0.101,46376,80,accept,2026-02-06 08:26:47.959730864,8,recon,HTTP
229,httpd,172.16.0.101,46386,80,accept,2026-02-06 08:26:47.995894432,8,recon,HTTP
230,httpd,172.16.0.101,46402,80,accept,2026-02-06 08:26:48.022123337,8,recon,HTTP
231,httpd,172.16.0.101,46404,80,accept,2026-02-06 08:26:48.059074640,8,recon,HTTP
232,httpd,172.16.0.101,46406,80,accept,2026-02-06 08:26:48.087979078,8,recon,HTTP
233,ftpd,172.16.0.101,45120,21,accept,2026-02-06 08:26:48.127076149,8,recon,FTP
234,mysqld,172.16.0.101,50940,3306,accept,2026-02-06 08:26:48.169881344,8,recon,MySQL
235,Blackhole,172.16.0.101,41860,53,accept,2026-02-06 08:26:48.196937561,8,recon,Port-53
236,Blackhole,172.16.0.101,41872,53,accept,2026-02-06 08:26:48.221313238,8,recon,Port-53
237,Blackhole,172.16.0.101,53718,23,accept,2026-02-06 08:26:48.250062227,8,recon,Telnet
238,smbd,172.16.0.101,57030,445,accept,2026-02-06 08:26:48.403062820,8,recon,SMB
239,mssqld,172.16.0.101,39902,1433,accept,2026-02-06 08:26:48.428731203,8,recon,MSSQL
240,mysqld,172.16.0.101,50292,3306,accept,2026-02-06 08:26:48.466092587,8,recon,MySQL
241,httpd,172.16.0.101,34248,443,accept,2026-02-06 08:26:48.507700205,8,recon,HTTPS
242,httpd,172.16.0.101,34246,443,accept,2026-02-06 08:26:48.528006553,8,recon,HTTPS
243,httpd,172.16.0.101,34242,443,accept,2026-02-06 08:26:48.547100067,8,recon,HTTPS
244,httpd,172.16.0.101,56360,443,accept,2026-02-06 08:26:48.580909252,8,recon,HTTPS
245,httpd,172.16.0.101,56352,443,accept,2026-02-06 08:26:48.610647440,8,recon,HTTPS
246,httpd,172.16.0.101,56336,443,accept,2026-02-06 08:26:48.655144215,8,recon,HTTPS
247,httpd,172.16.0.101,56332,443,accept,2026-02-06 08:26:48.674048185,8,recon,HTTPS
248,httpd,172.16.0.101,46414,80,accept,2026-02-06 08:26:48.700523376,8,recon,HTTP
249,httpd,172.16.0.101,46430,80,accept,2026-02-06 08:26:48.734034538,8,recon,HTTP
250,httpd,172.16.0.101,34264,443,accept,2026-02-06 08:26:48.779736757,8,recon,HTTPS
251,httpd,172.16.0.101,46444,80,accept,2026-02-06 08:26:48.855804443,8,recon,HTTP
252,httpd,172.16.0.101,46458,80,accept,2026-02-06 08:26:48.935196161,8,recon,HTTP
253,httpd,172.16.0.101,46474,80,accept,2026-02-06 08:26:48.981066942,8,recon,HTTP
254,httpd,172.16.0.101,46478,80,accept,2026-02-06 08:26:49.010540247,8,recon,HTTP
255,httpd,172.16.0.101,46482,80,accept,2026-02-06 08:26:49.046858311,8,recon,HTTP
256,ftpd,172.16.0.101,45136,21,accept,2026-02-06 08:26:49.077290297,8,recon,FTP
257,ftpd,172.16.0.101,45150,21,accept,2026-02-06 08:26:49.108087063,8,recon,FTP
258,pptpd,172.16.0.101,54464,1723,accept,2026-02-06 08:26:49.201330900,8,recon,PPTP
259,httpd,172.16.0.101,46488,80,accept,2026-02-06 08:26:49.237793684,8,recon,HTTP
260,httpd,172.16.0.101,46500,80,accept,2026-02-06 08:26:49.266116381,8,recon,HTTP
261,httpd,172.16.0.101,46506,80,accept,2026-02-06 08:26:49.293315649,8,recon,HTTP
262,httpd,172.16.0.101,34326,443,accept,2026-02-06 08:26:49.326371431,8,recon,HTTPS
263,httpd,172.16.0.101,34312,443,accept,2026-02-06 08:26:49.362192154,8,recon,HTTPS
264,httpd,172.16.0.101,34296,443,accept,2026-02-06 08:26:49.388702869,8,recon,HTTPS
265,httpd,172.16.0.101,34294,443,accept,2026-02-06 08:26:49.424276829,8,recon,HTTPS
266,httpd,172.16.0.101,34282,443,accept,2026-02-06 08:26:49.451817274,8,recon,HTTPS
267,ftpd,172.16.0.101,45160,21,accept,2026-02-06 08:26:49.477162838,8,recon,FTP
268,httpd,172.16.0.101,34352,443,accept,2026-02-06 08:26:49.583271503,8,recon,HTTPS
269,httpd,172.16.0.101,34342,443,accept,2026-02-06 08:26:49.613004446,8,recon,HTTPS
270,mssqld,172.16.0.101,39910,1433,accept,2026-02-06 08:26:49.666254282,8,recon,MSSQL
271,httpd,172.16.0.101,46508,80,accept,2026-02-06 08:26:49.694326639,8,recon,HTTP
272,httpd,172.16.0.101,46516,80,accept,2026-02-06 08:26:49.720705986,8,recon,HTTP
273,httpd,172.16.0.101,34378,443,accept,2026-02-06 08:26:49.810702801,8,recon,HTTPS
274,httpd,172.16.0.101,34360,443,accept,2026-02-06 08:26:49.841415644,8,recon,HTTPS
275,httpd,172.16.0.101,34362,443,accept,2026-02-06 08:26:49.871617079,8,recon,HTTPS
276,httpd,172.16.0.101,46518,80,accept,2026-02-06 08:26:49.905070782,8,recon,HTTP
277,httpd,172.16.0.101,46530,80,accept,2026-02-06 08:26:49.945617914,8,recon,HTTP
278,httpd,172.16.0.101,46542,80,accept,2026-02-06 08:26:49.974524021,8,recon,HTTP
279,httpd,172.16.0.101,34392,443,accept,2026-02-06 08:26:50.020520449,8,recon,HTTPS
