connection,protocol,src_ip,src_port,dst_port,connection_type,timestamp,hour,attacker_role,service
2748,pptpd,172.16.0.105,41424,1723,accept,2026-02-06 12:58:29.249300241,12,multistage,PPTP
2749,Blackhole,172.16.0.105,53878,53,accept,2026-02-06 12:58:34.033073902,12,multistage,Port-53
2750,Blackhole,172.16.0.105,35026,23,accept,2026-02-06 12:58:34.047096729,12,multistage,Telnet
2751,epmapper,172.16.0.105,38192,135,accept,2026-02-06 12:58:34.081676483,12,multistage,Port-135
2752,smbd,172.16.0.105,34664,445,accept,2026-02-06 12:58:34.140080929,12,multistage,SMB
2753,pptpd,172.16.0.105,41434,1723,accept,2026-02-06 12:58:34.252726078,12,multistage,PPTP
2754,pptpd,172.16.0.105,41442,1723,accept,2026-02-06 12:58:34.273154974,12,multistage,PPTP
2755,pptpd,172.16.0.105,41448,1723,accept,2026-02-06 12:58:34.289327145,12,multistage,PPTP
2756,Blackhole,172.16.0.105,58724,53,accept,2026-02-06 12:58:39.039185524,12,multistage,Port-53
2757,Blackhole,172.16.0.105,58976,23,accept,2026-02-06 12:58:39.081840992,12,multistage,Telnet
2758,epmapper,172.16.0.105,33580,135,accept,2026-02-06 12:58:39.096238375,12,multistage,Port-135
2759,pptpd,172.16.0.105,41916,1723,accept,2026-02-06 12:58:39.295510769,12,multistage,PPTP
2760,pptpd,172.16.0.105,41920,1723,accept,2026-02-06 12:58:39.349963665,12,multistage,PPTP
2761,smbd,172.16.0.105,36150,445,accept,2026-02-06 12:58:41.648689747,12,multistage,SMB
2762,Blackhole,172.16.0.105,58728,53,accept,2026-02-06 12:58:44.046582937,12,multistage,Port-53
2763,Blackhole,172.16.0.105,58978,23,accept,2026-02-06 12:58:44.094683886,12,multistage,Telnet
2764,epmapper,172.16.0.105,33584,135,accept,2026-02-06 12:58:44.107661963,12,multistage,Port-135
2765,pptpd,172.16.0.105,41924,1723,accept,2026-02-06 12:58:44.356353998,12,multistage,PPTP
2766,smbd,172.16.0.105,57908,445,accept,2026-02-06 12:58:46.655206442,12,multistage,SMB
2767,Blackhole,172.16.0.105,35772,53,accept,2026-02-06 12:58:49.055321932,12,multistage,Port-53
2768,Blackhole,172.16.0.105,41722,23,accept,2026-02-06 12:58:49.111762285,12,multistage,Telnet
2769,pptpd,172.16.0.105,36002,1723,accept,2026-02-06 12:58:49.359440804,12,multistage,PPTP
2770,epmapper,172.16.0.105,49206,135,accept,2026-02-06 12:58:51.602696657,12,multistage,Port-135
2771,smbd,172.16.0.105,57924,445,accept,2026-02-06 12:58:51.659532070,12,multistage,SMB
2772,Blackhole,172.16.0.105,35776,53,accept,2026-02-06 12:58:54.058314323,12,multistage,Port-53
2773,Blackhole,172.16.0.105,41732,23,accept,2026-02-06 12:58:54.109405518,12,multistage,Telnet
2774,pptpd,172.16.0.105,36016,1723,accept,2026-02-06 12:58:54.364190817,12,multistage,PPTP
2775,pptpd,172.16.0.105,36032,1723,accept,2026-02-06 12:58:54.422300816,12,multistage,PPTP
2776,epmapper,172.16.0.105,50342,135,accept,2026-02-06 12:58:56.609115839,12,multistage,Port-135
2777,smbd,172.16.0.105,57630,445,accept,2026-02-06 12:58:56.667270660,12,multistage,SMB
2778,Blackhole,172.16.0.105,54040,53,accept,2026-02-06 12:59:01.565300465,12,multistage,Port-53
2779,Blackhole,172.16.0.105,50916,23,accept,2026-02-06 12:59:01.617595434,12,multistage,Telnet
2780,epmapper,172.16.0.105,50352,135,accept,2026-02-06 12:59:01.646098137,12,multistage,Port-135
2781,smbd,172.16.0.105,57638,445,accept,2026-02-06 12:59:01.667451382,12,multistage,SMB
2782,Blackhole,172.16.0.105,36034,53,accept,2026-02-06 12:59:06.580262899,12,multistage,Port-53
2783,Blackhole,172.16.0.105,41120,23,accept,2026-02-06 12:59:06.627144098,12,multistage,Telnet
2784,epmapper,172.16.0.105,53300,135,accept,2026-02-06 12:59:06.639872551,12,multistage,Port-135
2785,smbd,172.16.0.105,49276,445,accept,2026-02-06 12:59:06.673020124,12,multistage,SMB
2786,Blackhole,172.16.0.105,36042,53,accept,2026-02-06 12:59:11.586340904,12,multistage,Port-53
2787,Blackhole,172.16.0.105,41126,23,accept,2026-02-06 12:59:11.634337187,12,multistage,Telnet
2788,epmapper,172.16.0.105,53316,135,accept,2026-02-06 12:59:11.648651838,12,multistage,Port-135
2789,smbd,172.16.0.105,49280,445,accept,2026-02-06 12:59:11.675636292,12,multistage,SMB
2790,smbd,172.16.0.105,49284,445,accept,2026-02-06 12:59:11.697660923,12,multistage,SMB
2791,Blackhole,172.16.0.105,59962,23,accept,2026-02-06 12:59:16.593071461,12,multistage,Telnet
2792,epmapper,172.16.0.105,47032,135,accept,2026-02-06 12:59:16.643067837,12,multistage,Port-135
2793,Blackhole,172.16.0.105,60508,53,accept,2026-02-06 12:59:16.657489300,12,multistage,Port-53
2794,smbd,172.16.0.105,52102,445,accept,2026-02-06 12:59:16.701430321,12,multistage,SMB
2795,Blackhole,172.16.0.105,60524,53,accept,2026-02-06 12:59:21.601475239,12,multistage,Port-53
2796,Blackhole,172.16.0.105,59974,23,accept,2026-02-06 12:59:21.651553631,12,multistage,Telnet
2797,epmapper,172.16.0.105,47036,135,accept,2026-02-06 12:59:21.667813778,12,multistage,Port-135
2798,smbd,172.16.0.105,52112,445,accept,2026-02-06 12:59:21.709949255,12,multistage,SMB
2799,Blackhole,172.16.0.105,52398,53,accept,2026-02-06 12:59:26.611507654,12,multistage,Port-53
2800,Blackhole,172.16.0.105,44302,23,accept,2026-02-06 12:59:26.665570259,12,multistage,Telnet
2801,epmapper,172.16.0.105,60040,135,accept,2026-02-06 12:59:26.684015036,12,multistage,Port-135
2802,Blackhole,172.16.0.105,52410,53,accept,2026-02-06 12:59:31.618918419,12,multistage,Port-53
2803,Blackhole,172.16.0.105,44318,23,accept,2026-02-06 12:59:31.669711828,12,multistage,Telnet
2804,epmapper,172.16.0.105,60054,135,accept,2026-02-06 12:59:31.685137987,12,multistage,Port-135
2805,Blackhole,172.16.0.105,51358,53,accept,2026-02-06 12:59:36.630778074,12,multistage,Port-53
2806,Blackhole,172.16.0.105,37576,23,accept,2026-02-06 12:59:36.688689947,12,multistage,Telnet
2807,epmapper,172.16.0.105,48182,135,accept,2026-02-06 12:59:36.702402592,12,multistage,Port-135
2808,Blackhole,172.16.0.105,37586,23,accept,2026-02-06 12:59:41.637179852,12,multistage,Telnet
2809,Blackhole,172.16.0.105,51374,53,accept,2026-02-06 12:59:41.685547113,12,multistage,Port-53
2810,Blackhole,172.16.0.105,52656,53,accept,2026-02-06 12:59:46.647271633,12,multistage,Port-53
2811,Blackhole,172.16.0.105,55420,23,accept,2026-02-06 12:59:46.696837664,12,multistage,Telnet
2812,smbd,172.16.0.105,57166,445,accept,2026-02-06 12:59:52.941114902,12,multistage,SMB
2813,ftpd,172.16.0.105,44206,21,accept,2026-02-06 12:59:53.020493507,12,multistage,FTP
2814,ftpd,172.16.0.105,44212,21,accept,2026-02-06 12:59:53.035368204,12,multistage,FTP
2815,ftpd,172.16.0.105,44228,21,accept,2026-02-06 12:59:53.047716379,12,multistage,FTP
2816,Blackhole,172.16.0.105,55422,23,accept,2026-02-06 12:59:53.060062885,12,multistage,Telnet
2817,pptpd,172.16.0.105,54864,1723,accept,2026-02-06 12:59:53.074093103,12,multistage,PPTP
2818,mysqld,172.16.0.105,53702,3306,accept,2026-02-06 12:59:53.089923382,12,multistage,MySQL
2819,httpd,172.16.0.105,42548,443,accept,2026-02-06 12:59:53.110587120,12,multistage,HTTPS
2820,httpd,172.16.0.105,42524,443,accept,2026-02-06 12:59:53.122883558,12,multistage,HTTPS
2821,httpd,172.16.0.105,42602,443,accept,2026-02-06 12:59:53.155790806,12,multistage,HTTPS
2822,httpd,172.16.0.105,42586,443,accept,2026-02-06 12:59:53.176383257,12,multistage,HTTPS
2823,httpd,172.16.0.105,42570,443,accept,2026-02-06 12:59:53.191000223,12,multistage,HTTPS
2824,httpd,172.16.0.105,42566,443,accept,2026-02-06 12:59:53.217019320,12,multistage,HTTPS
2825,httpd,172.16.0.105,42552,443,accept,2026-02-06 12:59:53.233866930,12,multistage,HTTPS
2826,httpd,172.16.0.105,60930,80,accept,2026-02-06 12:59:53.253733158,12,multistage,HTTP
2827,httpd,172.16.0.105,60944,80,accept,2026-02-06 12:59:53.272254467,12,multistage,HTTP
2828,smbd,172.16.0.105,57180,445,accept,2026-02-06 12:59:53.286629200,12,multistage,SMB
2829,mssqld,172.16.0.105,35844,1433,accept,2026-02-06 12:59:53.300179482,12,multistage,MSSQL
2830,httpd,172.16.0.105,42616,443,accept,2026-02-06 12:59:53.321603537,12,multistage,HTTPS
2831,httpd,172.16.0.105,60946,80,accept,2026-02-06 12:59:53.376170397,12,multistage,HTTP
2832,httpd,172.16.0.105,42630,443,accept,2026-02-06 12:59:53.389512300,12,multistage,HTTPS
2833,ftpdatalisten,,0,43569,listen,2026-02-06 12:59:53.422787428,12,unknown,Port-43569
2834,httpd,172.16.0.105,42660,443,accept,2026-02-06 12:59:53.461192608,12,multistage,HTTPS
2835,httpd,172.16.0.105,42648,443,accept,2026-02-06 12:59:53.474137545,12,multistage,HTTPS
2836,httpd,172.16.0.105,42634,443,accept,2026-02-06 12:59:53.504501820,12,multistage,HTTPS
2837,ftpdatalisten,172.16.0.105,60184,43569,accept,2026-02-06 12:59:53.524284840,12,multistage,Port-43569
2838,httpd,172.16.0.105,60954,80,accept,2026-02-06 12:59:53.549623728,12,multistage,HTTP
2839,httpd,172.16.0.105,60960,80,accept,2026-02-06 12:59:53.567594051,12,multistage,HTTP
2840,httpd,172.16.0.105,60966,80,accept,2026-02-06 12:59:53.582721949,12,multistage,HTTP
2841,httpd,172.16.0.105,42666,443,accept,2026-02-06 12:59:53.607852697,12,multistage,HTTPS
2842,ftpd,172.16.0.105,44236,21,accept,2026-02-06 12:59:53.627928734,12,multistage,FTP
2843,httpd,172.16.0.105,42696,443,accept,2026-02-06 12:59:53.645365238,12,multistage,HTTPS
2844,httpd,172.16.0.105,42686,443,accept,2026-02-06 12:59:53.660151958,12,multistage,HTTPS
2845,httpd,172.16.0.105,42678,443,accept,2026-02-06 12:59:53.674351215,12,multistage,HTTPS
2846,httpd,172.16.0.105,60972,80,accept,2026-02-06 12:59:53.728945255,12,multistage,HTTP
2847,httpd,172.16.0.105,60978,80,accept,2026-02-06 12:59:53.775801182,12,multistage,HTTP
2848,httpd,172.16.0.105,60982,80,accept,2026-02-06 12:59:53.806171894,12,multistage,HTTP
2849,httpd,172.16.0.105,60992,80,accept,2026-02-06 12:59:53.838075638,12,multistage,HTTP
2850,Blackhole,172.16.0.105,52664,53,accept,2026-02-06 12:59:53.868487120,12,multistage,Port-53
2851,mirrorc,172.16.0.105,42,36169,connect,2026-02-06 12:59:53.890640974,12,multistage,Port-36169
2852,mirrord,172.16.0.105,43766,42,accept,2026-02-06 12:59:53.905473232,12,multistage,Port-42
2853,mssqld,172.16.0.105,35860,1433,accept,2026-02-06 12:59:53.919562578,12,multistage,MSSQL
2854,httpd,172.16.0.105,32772,80,accept,2026-02-06 12:59:53.934913397,12,multistage,HTTP
2855,httpd,172.16.0.105,32776,80,accept,2026-02-06 12:59:53.949473858,12,multistage,HTTP
2856,httpd,172.16.0.105,32782,80,accept,2026-02-06 12:59:53.962724686,12,multistage,HTTP
2857,httpd,172.16.0.105,32788,80,accept,2026-02-06 12:59:53.996494293,12,multistage,HTTP
2858,httpd,172.16.0.105,42704,443,accept,2026-02-06 12:59:54.014423370,12,multistage,HTTPS
2859,httpd,172.16.0.105,32792,80,accept,2026-02-06 12:59:54.040233135,12,multistage,HTTP
2860,httpd,172.16.0.105,42712,443,accept,2026-02-06 12:59:54.082515955,12,multistage,HTTPS
2861,mysqld,172.16.0.105,53704,3306,accept,2026-02-06 12:59:54.180847168,12,multistage,MySQL
2862,httpd,172.16.0.105,32806,80,accept,2026-02-06 12:59:54.200965166,12,multistage,HTTP
2863,httpd,172.16.0.105,32818,80,accept,2026-02-06 12:59:54.217000008,12,multistage,HTTP
2864,httpd,172.16.0.105,32834,80,accept,2026-02-06 12:59:54.232894182,12,multistage,HTTP
2865,httpd,172.16.0.105,32842,80,accept,2026-02-06 12:59:54.249709845,12,multistage,HTTP
2866,httpd,172.16.0.105,42740,443,accept,2026-02-06 12:59:54.281020164,12,multistage,HTTPS
2867,httpd,172.16.0.105,42738,443,accept,2026-02-06 12:59:54.301209927,12,multistage,HTTPS
2868,httpd,172.16.0.105,42726,443,accept,2026-02-06 12:59:54.334283590,12,multistage,HTTPS
2869,httpd,172.16.0.105,42752,443,accept,2026-02-06 12:59:54.371837378,12,multistage,HTTPS
2870,httpd,172.16.0.105,32854,80,accept,2026-02-06 12:59:54.493245363,12,multistage,HTTP
2871,httpd,172.16.0.105,42762,443,accept,2026-02-06 12:59:54.554211140,12,multistage,HTTPS
2872,smbd,172.16.0.105,57190,445,accept,2026-02-06 12:59:54.695978165,12,multistage,SMB
2873,httpd,172.16.0.105,32868,80,accept,2026-02-06 12:59:54.749163866,12,multistage,HTTP
2874,httpd,172.16.0.105,42772,443,accept,2026-02-06 12:59:54.775651217,12,multistage,HTTPS
2875,httpd,172.16.0.105,32874,80,accept,2026-02-06 12:59:54.910118103,12,multistage,HTTP
2876,smbd,172.16.0.105,57196,445,accept,2026-02-06 12:59:54.964755058,12,multistage,SMB
2877,httpd,172.16.0.105,42780,443,accept,2026-02-06 12:59:54.989082098,12,multistage,HTTPS
2878,httpd,172.16.0.105,32890,80,accept,2026-02-06 12:59:55.119926453,12,multistage,HTTP
2879,httpd,172.16.0.105,42796,443,accept,2026-02-06 12:59:55.178743601,12,multistage,HTTPS
2880,httpd,172.16.0.105,43554,80,accept,2026-02-06 12:59:55.322963238,12,multistage,HTTP
2881,httpd,172.16.0.105,45022,443,accept,2026-02-06 12:59:55.382396698,12,multistage,HTTPS
2882,httpd,172.16.0.105,43556,80,accept,2026-02-06 12:59:55.530264615,12,multistage,HTTP
2883,httpd,172.16.0.105,45024,443,accept,2026-02-06 12:59:55.603169203,12,multistage,HTTPS
2884,httpd,172.16.0.105,43566,80,accept,2026-02-06 12:59:55.737503052,12,multistage,HTTP
2885,httpd,172.16.0.105,45034,443,accept,2026-02-06 12:59:55.805773973,12,multistage,HTTPS
2886,httpd,172.16.0.105,45042,443,accept,2026-02-06 12:59:55.945344448,12,multistage,HTTPS
2887,smbd,172.16.0.105,44514,445,accept,2026-02-06 12:59:56.093034506,12,multistage,SMB
2888,smbd,172.16.0.105,44530,445,accept,2026-02-06 12:59:56.296937943,12,multistage,SMB
2889,smbd,172.16.0.105,44546,445,accept,2026-02-06 12:59:56.499957085,12,multistage,SMB
2890,Blackhole,172.16.0.105,50668,53,accept,2026-02-06 12:59:58.001094580,12,multistage,Port-53
2891,mirrorc,172.16.0.105,42,37979,connect,2026-02-06 12:59:58.056334496,12,multistage,Port-37979
2892,mirrord,172.16.0.105,32900,42,accept,2026-02-06 12:59:58.074003220,12,multistage,Port-42
2893,smbd,172.16.0.105,44550,445,accept,2026-02-06 12:59:58.108089924,12,multistage,SMB
2894,smbd,172.16.0.105,44552,445,accept,2026-02-06 12:59:58.920099258,12,multistage,SMB
2895,smbd,172.16.0.105,44562,445,accept,2026-02-06 13:00:00.104620695,13,multistage,SMB
2896,mssqld,172.16.0.105,51192,1433,accept,2026-02-06 13:00:00.887505293,13,multistage,MSSQL
2897,mssqld,172.16.0.105,51204,1433,accept,2026-02-06 13:00:00.942286015,13,multistage,MSSQL
2898,Blackhole,172.16.0.105,55068,23,accept,2026-02-06 13:00:07.219053507,13,multistage,Telnet
2899,Blackhole,172.16.0.105,55078,23,accept,2026-02-06 13:00:14.229574680,13,multistage,Telnet
2900,pptpd,172.16.0.105,35580,1723,accept,2026-02-06 13:00:21.238949299,13,multistage,PPTP
2901,Blackhole,172.16.0.105,56912,53,accept,2026-02-06 13:00:21.299956799,13,multistage,Port-53
2902,Blackhole,172.16.0.105,35310,53,accept,2026-02-06 13:00:28.309997082,13,multistage,Port-53
2903,epmapper,172.16.0.105,56056,135,accept,2026-02-06 13:00:35.321199656,13,multistage,Port-135
2904,epmapper,172.16.0.105,56060,135,accept,2026-02-06 13:00:42.327845573,13,multistage,Port-135
2905,Blackhole,172.16.0.105,552,53,accept,2026-02-06 13:00:49.360982180,13,multistage,Port-53
2906,epmapper,172.16.0.105,874,135,accept,2026-02-06 13:00:49.412139893,13,multistage,Port-135
2907,Blackhole,172.16.0.105,840,23,accept,2026-02-06 13:00:49.428030252,13,multistage,Telnet
2908,ftpd,172.16.0.105,45988,21,accept,2026-02-06 13:00:49.440546274,13,multistage,FTP
2909,mysqld,172.16.0.105,41574,3306,accept,2026-02-06 13:00:49.459995031,13,multistage,MySQL
2910,httpd,172.16.0.105,52472,80,accept,2026-02-06 13:00:49.473856688,13,multistage,HTTP
2911,httpd,172.16.0.105,41008,443,accept,2026-02-06 13:00:49.491470098,13,multistage,HTTPS
2912,mssqld,172.16.0.105,44792,1433,accept,2026-02-06 13:00:49.522447109,13,multistage,MSSQL
2913,httpd,172.16.0.105,52482,80,accept,2026-02-06 13:00:49.547676325,13,multistage,HTTP
2914,ftpd,172.16.0.105,45992,21,accept,2026-02-06 13:00:49.634212255,13,multistage,FTP
2915,mssqld,172.16.0.105,44802,1433,accept,2026-02-06 13:00:49.651173353,13,multistage,MSSQL
2916,httpd,172.16.0.105,41038,443,accept,2026-02-06 13:00:49.674628496,13,multistage,HTTPS
2917,ftpd,172.16.0.105,46000,21,accept,2026-02-06 13:00:49.691981316,13,multistage,FTP
2918,mssqld,172.16.0.105,44812,1433,accept,2026-02-06 13:00:49.706939220,13,multistage,MSSQL
2919,mysqld,172.16.0.105,41588,3306,accept,2026-02-06 13:00:49.764312506,13,multistage,MySQL
2920,mssqld,172.16.0.105,44816,1433,accept,2026-02-06 13:00:49.906826019,13,multistage,MSSQL
2921,mysqld,172.16.0.105,41600,3306,accept,2026-02-06 13:00:49.962212324,13,multistage,MySQL
2922,mssqld,172.16.0.105,44824,1433,accept,2026-02-06 13:00:50.169024706,13,multistage,MSSQL
2923,mssqld,172.16.0.105,44838,1433,accept,2026-02-06 13:00:51.172256947,13,multistage,MSSQL
2924,mysqld,172.16.0.105,57212,3306,accept,2026-02-06 13:01:21.198679447,13,multistage,MySQL
2925,mysqld,172.16.0.105,57216,3306,accept,2026-02-06 13:01:21.251519918,13,multistage,MySQL
2926,mysqld,172.16.0.105,57228,3306,accept,2026-02-06 13:01:21.268408298,13,multistage,MySQL
2927,ftpd,172.16.0.105,45068,21,accept,2026-02-06 13:01:21.283497334,13,multistage,FTP
2928,ftpd,172.16.0.105,45082,21,accept,2026-02-06 13:01:21.306292295,13,multistage,FTP
2929,ftpd,172.16.0.105,45092,21,accept,2026-02-06 13:01:21.322783232,13,multistage,FTP
2930,mssqld,172.16.0.105,51516,1433,accept,2026-02-06 13:01:21.337164879,13,multistage,MSSQL
2931,mssqld,172.16.0.105,51526,1433,accept,2026-02-06 13:01:21.377255201,13,multistage,MSSQL
2932,mssqld,172.16.0.105,51536,1433,accept,2026-02-06 13:01:22.383529663,13,multistage,MSSQL
2933,mysqld,172.16.0.105,53838,3306,accept,2026-02-06 13:01:52.413643360,13,multistage,MySQL
2934,mysqld,172.16.0.105,53848,3306,accept,2026-02-06 13:01:52.474618673,13,multistage,MySQL
2935,mysqld,172.16.0.105,53852,3306,accept,2026-02-06 13:01:52.501453876,13,multistage,MySQL
2936,httpd,172.16.0.105,50902,80,accept,2026-02-06 13:01:53.530451535,13,multistage,HTTP
2937,httpd,172.16.0.105,50916,80,accept,2026-02-06 13:01:53.613207579,13,multistage,HTTP
2938,httpd,172.16.0.105,50930,80,accept,2026-02-06 13:01:53.658727646,13,multistage,HTTP
2939,httpd,172.16.0.105,50940,80,accept,2026-02-06 13:01:53.706318855,13,multistage,HTTP
2940,httpd,172.16.0.105,50942,80,accept,2026-02-06 13:01:53.751686335,13,multistage,HTTP
2941,httpd,172.16.0.105,50948,80,accept,2026-02-06 13:01:53.792402744,13,multistage,HTTP
2942,httpd,172.16.0.105,50952,80,accept,2026-02-06 13:01:53.837958336,13,multistage,HTTP
2943,httpd,172.16.0.105,50954,80,accept,2026-02-06 13:01:53.895893574,13,multistage,HTTP
2944,httpd,172.16.0.105,50960,80,accept,2026-02-06 13:01:53.945940971,13,multistage,HTTP
2945,httpd,172.16.0.105,50964,80,accept,2026-02-06 13:01:53.991229773,13,multistage,HTTP
2946,httpd,172.16.0.105,50972,80,accept,2026-02-06 13:01:54.036953688,13,multistage,HTTP
2947,httpd,172.16.0.105,50988,80,accept,2026-02-06 13:01:54.082229853,13,multistage,HTTP
2948,ftpd,172.16.0.105,40274,21,accept,2026-02-06 13:01:54.117110491,13,multistage,FTP
2949,ftpd,172.16.0.105,36422,21,accept,2026-02-06 13:01:57.463543653,13,multistage,FTP
2950,ftpdatalisten,,0,41879,listen,2026-02-06 13:01:57.536274433,13,unknown,Port-41879
2951,ftpdatalisten,172.16.0.105,53078,41879,accept,2026-02-06 13:01:57.554439783,13,multistage,Port-41879
2952,smbd,172.16.0.105,53196,445,accept,2026-02-06 13:01:57.739403248,13,multistage,SMB
2953,smbd,172.16.0.105,53212,445,accept,2026-02-06 13:01:58.254633665,13,multistage,SMB
2954,smbd,172.16.0.105,53216,445,accept,2026-02-06 13:01:58.327862263,13,multistage,SMB
2955,mysqld,172.16.0.105,35470,3306,accept,2026-02-06 13:01:58.751119614,13,multistage,MySQL
2956,ftpd,172.16.0.105,44200,21,accept,2026-02-06 13:03:28.672949791,13,multistage,FTP
2957,ftpd,172.16.0.105,44214,21,accept,2026-02-06 13:03:28.729710102,13,multistage,FTP
2958,ftpd,172.16.0.105,44218,21,accept,2026-02-06 13:03:28.743954659,13,multistage,FTP
2959,ftpd,172.16.0.105,44228,21,accept,2026-02-06 13:03:28.758285284,13,multistage,FTP
2960,ftpd,172.16.0.105,44240,21,accept,2026-02-06 13:03:29.284418583,13,multistage,FTP
2961,ftpd,172.16.0.105,44250,21,accept,2026-02-06 13:03:29.307681799,13,multistage,FTP
2962,ftpd,172.16.0.105,44262,21,accept,2026-02-06 13:03:29.322786808,13,multistage,FTP
2963,ftpd,172.16.0.105,44268,21,accept,2026-02-06 13:03:29.335698843,13,multistage,FTP
2964,ftpd,172.16.0.105,44274,21,accept,2026-02-06 13:03:29.920358896,13,multistage,FTP
2965,ftpd,172.16.0.105,44282,21,accept,2026-02-06 13:03:29.938914776,13,multistage,FTP
2966,ftpd,172.16.0.105,44296,21,accept,2026-02-06 13:03:29.955075264,13,multistage,FTP
2967,ftpd,172.16.0.105,44310,21,accept,2026-02-06 13:03:29.970815420,13,multistage,FTP
2968,ftpd,172.16.0.105,44324,21,accept,2026-02-06 13:03:30.559801579,13,multistage,FTP
2969,ftpd,172.16.0.105,44336,21,accept,2026-02-06 13:03:30.588676214,13,multistage,FTP
2970,ftpd,172.16.0.105,44340,21,accept,2026-02-06 13:03:30.600513220,13,multistage,FTP
2971,ftpd,172.16.0.105,44356,21,accept,2026-02-06 13:03:30.612605810,13,multistage,FTP
2972,ftpd,172.16.0.105,44370,21,accept,2026-02-06 13:03:31.190539598,13,multistage,FTP
2973,ftpd,172.16.0.105,44378,21,accept,2026-02-06 13:03:31.209216356,13,multistage,FTP
2974,ftpd,172.16.0.105,44382,21,accept,2026-02-06 13:03:31.225409031,13,multistage,FTP
2975,ftpd,172.16.0.105,44396,21,accept,2026-02-06 13:03:31.237944126,13,multistage,FTP
2976,ftpd,172.16.0.105,44404,21,accept,2026-02-06 13:03:31.824239254,13,multistage,FTP
2977,ftpd,172.16.0.105,44414,21,accept,2026-02-06 13:03:31.845149517,13,multistage,FTP
2978,ftpd,172.16.0.105,44416,21,accept,2026-02-06 13:03:31.867339849,13,multistage,FTP
2979,ftpd,172.16.0.105,44432,21,accept,2026-02-06 13:03:31.880740881,13,multistage,FTP
2980,ftpd,172.16.0.105,44448,21,accept,2026-02-06 13:03:32.445324183,13,multistage,FTP
2981,ftpd,172.16.0.105,44454,21,accept,2026-02-06 13:03:32.470379591,13,multistage,FTP
2982,ftpd,172.16.0.105,44456,21,accept,2026-02-06 13:03:32.486953735,13,multistage,FTP
2983,ftpd,172.16.0.105,44468,21,accept,2026-02-06 13:03:32.510212421,13,multistage,FTP
2984,ftpd,172.16.0.105,44474,21,accept,2026-02-06 13:03:33.039784193,13,multistage,FTP
2985,ftpd,172.16.0.105,44478,21,accept,2026-02-06 13:03:33.065389395,13,multistage,FTP
2986,ftpd,172.16.0.105,44492,21,accept,2026-02-06 13:03:33.086125851,13,multistage,FTP
2987,ftpd,172.16.0.105,44508,21,accept,2026-02-06 13:03:33.099301338,13,multistage,FTP
2988,ftpd,172.16.0.105,44512,21,accept,2026-02-06 13:03:33.633439779,13,multistage,FTP
2989,ftpd,172.16.0.105,44514,21,accept,2026-02-06 13:03:33.654829979,13,multistage,FTP
2990,ftpd,172.16.0.105,44520,21,accept,2026-02-06 13:03:33.689537525,13,multistage,FTP
2991,ftpd,172.16.0.105,44528,21,accept,2026-02-06 13:03:33.708559036,13,multistage,FTP
2992,ftpd,172.16.0.105,44538,21,accept,2026-02-06 13:03:34.251279116,13,multistage,FTP
2993,ftpd,172.16.0.105,44552,21,accept,2026-02-06 13:03:34.272970915,13,multistage,FTP
2994,ftpd,172.16.0.105,44562,21,accept,2026-02-06 13:03:34.285129547,13,multistage,FTP
2995,ftpd,172.16.0.105,44568,21,accept,2026-02-06 13:03:34.299231768,13,multistage,FTP
2996,ftpd,172.16.0.105,44574,21,accept,2026-02-06 13:03:34.876514673,13,multistage,FTP
2997,ftpd,172.16.0.105,44582,21,accept,2026-02-06 13:03:34.899785042,13,multistage,FTP
2998,ftpd,172.16.0.105,44598,21,accept,2026-02-06 13:03:34.914960384,13,multistage,FTP
2999,ftpd,172.16.0.105,44610,21,accept,2026-02-06 13:03:34.931484938,13,multistage,FTP
3000,ftpd,172.16.0.105,35934,21,accept,2026-02-06 13:03:35.503308296,13,multistage,FTP
3001,ftpd,172.16.0.105,35946,21,accept,2026-02-06 13:03:35.533581972,13,multistage,FTP
3002,ftpd,172.16.0.105,35962,21,accept,2026-02-06 13:03:35.552534103,13,multistage,FTP
3003,ftpd,172.16.0.105,35964,21,accept,2026-02-06 13:03:35.566008091,13,multistage,FTP
3004,ftpd,172.16.0.105,35970,21,accept,2026-02-06 13:03:36.123289347,13,multistage,FTP
3005,ftpd,172.16.0.105,35978,21,accept,2026-02-06 13:03:36.145504475,13,multistage,FTP
3006,ftpd,172.16.0.105,35990,21,accept,2026-02-06 13:03:36.163611889,13,multistage,FTP
3007,ftpd,172.16.0.105,36002,21,accept,2026-02-06 13:03:36.183027267,13,multistage,FTP
3008,ftpd,172.16.0.105,36018,21,accept,2026-02-06 13:03:36.744183779,13,multistage,FTP
3009,ftpd,172.16.0.105,36024,21,accept,2026-02-06 13:03:36.767303467,13,multistage,FTP
3010,ftpd,172.16.0.105,36030,21,accept,2026-02-06 13:03:36.783136368,13,multistage,FTP
3011,ftpd,172.16.0.105,36038,21,accept,2026-02-06 13:03:36.802768469,13,multistage,FTP
3012,ftpd,172.16.0.105,36046,21,accept,2026-02-06 13:03:37.370157719,13,multistage,FTP
3013,ftpd,172.16.0.105,36062,21,accept,2026-02-06 13:03:37.402760983,13,multistage,FTP
3014,ftpd,172.16.0.105,36074,21,accept,2026-02-06 13:03:37.422954559,13,multistage,FTP
3015,ftpd,172.16.0.105,36076,21,accept,2026-02-06 13:03:37.443850040,13,multistage,FTP
3016,ftpd,172.16.0.105,36090,21,accept,2026-02-06 13:03:38.012150764,13,multistage,FTP
